"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
0,-1.3598071336738,-0.0727811733098497,2.53634673796914,1.37815522427443,-0.338320769942518,0.462387777762292,0.239598554061257,0.0986979012610507,0.363786969611213,0.0907941719789316,-0.551599533260813,-0.617800855762348,-0.991389847235408,-0.311169353699879,1.46817697209427,-0.470400525259478,0.207971241929242,0.0257905801985591,0.403992960255733,0.251412098239705,-0.018306777944153,0.277837575558899,-0.110473910188767,0.0669280749146731,0.128539358273528,-0.189114843888824,0.133558376740387,-0.0210530534538215,149.62,"0"
0,1.19185711131486,0.26615071205963,0.16648011335321,0.448154078460911,0.0600176492822243,-0.0823608088155687,-0.0788029833323113,0.0851016549148104,-0.255425128109186,-0.166974414004614,1.61272666105479,1.06523531137287,0.48909501589608,-0.143772296441519,0.635558093258208,0.463917041022171,-0.114804663102346,-0.183361270123994,-0.145783041325259,-0.0690831352230203,-0.225775248033138,-0.638671952771851,0.101288021253234,-0.339846475529127,0.167170404418143,0.125894532368176,-0.00898309914322813,0.0147241691924927,2.69,"0"
172693,-0.857687664283626,0.29094518028157,-2.3914478592004,-0.315457433975366,-0.0144545304328685,-1.76559456626982,2.67177910206032,-0.511257459689294,-0.740175253628397,-0.384639567618469,-0.723774521556363,0.471334333953011,0.51786307135842,0.868294513100807,-1.04291881373866,-0.703124357150187,-0.101658756027891,-0.724594133612491,-0.40567581497492,-0.28051404681635,0.484050290915194,1.82657492162771,0.862395377229898,0.586088666726719,-1.03614482383128,0.659765413094915,0.436364651769099,0.173491577772758,307.88,"0"
172694,-0.816767838029048,1.29538109384745,-1.33639504595763,-0.290016605230105,0.877027929835588,-0.639749552427065,1.63728956545167,0.0316197657274242,-1.33451043682834,-1.07568900622109,1.06511830948796,0.716362496306845,0.380555252243661,-0.420082575110317,-1.08804835745227,-0.121209075504638,0.8582780285555,0.500645915467779,0.601819504705981,-0.052537250646832,0.240530345110058,0.615241169994485,-0.269590455844396,0.767657486659226,0.139595792373122,0.669905216219772,-0.139549429641507,0.0603899614572394,127.69,"0"
172695,2.04587289806422,-1.20696821521973,0.74890717946856,-0.524481831518923,-2.29578294273801,-0.930936021692986,-1.64916724962662,0.0304293218063831,0.622710490033344,0.690670844089286,-0.123586659087723,-0.31083460880593,-0.0455396758418379,-0.768534161937979,0.589696102077383,1.41008238072749,0.240432753567459,-0.938454688943514,-0.155566154799729,-0.057333250414668,0.48248785010296,1.47674591610205,0.307057997251346,0.958799368056572,-0.549334447201034,-0.147996623771598,0.0552482292962858,-0.022282109271599,12.5,"0"
172695,2.27919250531378,-1.61559990755452,-2.36188121433029,-2.59705561583275,1.16700925100218,3.43265481125076,-1.62368980607354,0.79863700605691,-1.4037454572073,1.59413336726811,-0.219445510598434,-0.722471897684224,0.31526149108484,-0.205284052305605,0.187603818964206,-0.708177764051022,0.435666308422207,-0.28723697281936,-0.25949081439278,-0.355896647294121,-0.167571823397848,-0.0754015514554553,0.264611111979058,0.687099946397032,-0.129723344581841,-0.140728347354498,0.027906037083076,-0.0570347248653363,19,"0"
172696,-0.481671693929645,1.57929700728175,-1.28415430589331,-0.0835243388916705,0.0978153823276941,-1.42121628238359,0.265490441764422,0.528140063745922,-0.307906280595052,-1.33194283138786,-1.00514979397505,-0.263474104671495,-0.359711968613598,-0.228576985416209,0.677595527692768,0.359084118836889,0.823060833460303,0.916911802400346,-0.128536489415779,-0.380578364502415,0.388981197709837,0.931019140078985,-0.114447521774966,-0.196205076400304,-0.350532414508307,-0.156168434162569,-0.242230951588039,-0.000289759335679075,2.32,"0"
172699,1.01959418500243,-1.95647271026236,-1.43126798972749,0.539726917148881,-0.499994584725592,0.301250977081762,0.326078602493259,-0.062474843377056,1.12128835673965,-0.403164957025359,-0.0905029860113633,1.23007366344787,0.3671726542305,0.173776724265058,-0.563205861770775,0.246396760231311,-0.885793369910287,0.368107786358114,0.81086554406419,0.849979193501383,-0.0818939293890401,-1.20274937376418,-0.182683477269837,-1.07567879306569,-0.417647775329472,-1.08084169354103,-0.0491437177489192,0.0390778815857296,521.9,"0"
172700,-1.26972069977677,1.55550370977961,0.131330308035229,-1.06523552925637,0.107396872559657,-0.307147611068951,0.00185411108007235,0.678312623401349,0.459492947533851,-1.40937344269935,-1.74902109276057,-0.335998618067466,0.0155377627850404,-1.09865547453286,0.473233568887752,1.01537874335633,0.233165939715923,0.805932427650058,0.115058160221854,-0.0953216234115059,-0.254000483656017,-0.744357758887937,-0.155461526323242,-1.14349195904171,-0.136877100221293,-0.24531656475053,-0.315735606859189,-0.135901677502609,0.77,"0"
172700,1.66117015634102,-0.776158513647776,-0.64142461157609,0.37334563239657,-0.503213736428665,-0.187081594674235,-0.217115610656285,-0.0297410052041993,0.842554129769676,-0.0859918276703711,0.700721602636877,1.51963979173404,0.881897407481407,0.0682507658648292,-0.106755601983368,0.454024402059697,-0.959484308043273,0.282055788322305,0.341769020666656,0.174745163813955,-0.0931546738926494,-0.490797883926685,0.179926789153438,-0.428101519105262,-0.448986763088767,-0.678428214847204,0.000638826544952092,-0.0157377988220046,169.29,"0"
172700,1.69072047690717,-0.120616960550739,-0.29932924278199,3.69881287722538,0.190588955334119,1.13796271159527,-0.405898593676265,0.186784044786903,-0.307411878814924,1.29677007033378,-2.00407348847752,-0.196384608778914,0.808468919773182,-0.418867161830707,-0.530816067710957,1.41912923472732,-1.24012232408062,0.33144053367854,-1.52002704461826,0.0586403177685331,0.254056005935214,0.57310242732718,-0.0209235320248606,0.0383079061128783,-0.094680162967781,0.0826806192316848,-0.00912712291598025,-0.00987451236877852,128.92,"0"
172700,-0.682254589013294,1.07189821079843,-0.0239059709520445,-0.738242476590434,0.600905709817758,-0.729367927149719,0.626958738601814,0.336485696664245,-0.342862623840656,-0.721119779258327,-1.2614312435264,0.100112724899535,-0.0330711843237548,0.484007405561392,-0.377800532183758,0.0328067703447405,-0.272864691919061,-0.580114499659266,0.0656768909876925,-0.0540077777000086,-0.190373996309854,-0.594392423292705,0.0789136070258187,0.658295271801731,-0.552961488504993,0.107365714097402,0.226083902671794,0.156534488851879,1.5,"0"
172701,2.01810461584172,0.0732261384826561,-1.61515404054863,0.35105813014771,0.333905362705552,-0.676284233583329,0.0504740285488878,-0.0710279386670535,0.30272828163236,-0.193919555156634,1.20686299284116,0.611616575877521,-0.589935389151195,-0.529698489740283,-0.450014950306588,0.483411110491863,0.321520225188958,0.19246975200343,0.275351619428876,-0.18489776307693,-0.306645856635334,-0.841767925015885,0.356772682829132,0.655111764702524,-0.33146341602374,0.144351697680181,-0.0698200306043424,-0.0398448008880272,1.98,"0"
172703,0.0813393041871456,1.01467304297042,-0.106094860327751,-0.42191753150572,0.720846759745836,-0.914371431351824,1.10795842076442,-0.268971342316623,-0.212855198306341,-0.333443237361365,-0.409182060844379,0.588378485506164,0.979230203055237,0.233544362732422,0.409205391667364,-0.625310594996474,-0.371334034182969,-0.132220042936449,-0.163855252077832,0.0660891750583733,0.407356307187191,1.45768235426996,-0.0485899898039527,1.15324987544433,-0.797592993308867,-0.276889040488623,0.514156181585464,0.334811136362455,7.99,"0"
172703,2.14161125494924,-0.969139020236185,-0.652943941312381,-0.902773127294645,-0.821081255717927,-0.264356042378024,-0.97069693474645,-0.0874213492132776,-0.00824922553784108,0.69219815414316,-0.752591040601688,-0.0600352933852152,1.16318538888409,-0.67960915685032,0.17404339876823,1.11369249930711,0.071130015626445,-1.27234187462434,0.419949303362544,0.0873682222782331,0.335042779051085,1.03293909321066,0.136959741344735,0.6653965901666,-0.104843907810602,-0.115774756998451,0.0113795302973843,-0.0377889350352192,29,"0"
172704,-1.03451710655374,0.0153115145300004,-0.870532965453172,-4.26705399465154,2.06285991868543,3.14585758710942,-0.215356959848416,1.46270581792075,1.16735129705894,-2.13295270870235,-0.307153621056372,0.661704980341321,-0.289781255229091,0.38848886082892,0.440528382040232,0.0863534850505648,-0.743689386350052,-0.279580813540219,-0.679592114372212,-0.00605230902998216,-0.0956258003484207,-0.484040133348487,0.221398760433472,0.66225249306831,-0.425484711333619,-0.780723869592563,0.285122004156566,0.147287635438044,58.42,"0"
172704,0.470193811516796,-1.6190556531951,-2.25842745000596,4.44071865042719,0.202024096044222,-0.458243299779934,1.97056479734822,-0.665302556995488,-1.6307369254788,1.13331030500237,-1.02907838809914,0.361727001962161,1.10938508489176,0.524056431320372,-1.30180235010161,0.272105953797383,-0.560613754371265,-0.723808429642403,-1.61199852586814,1.34724146061983,0.603016088367776,0.1049523927265,-0.716836144337277,0.121688252244867,0.170587168920803,0.0825674295307878,-0.218941513982027,0.07095494285571,787.95,"0"
172705,-3.72045713876839,3.87948947501266,-2.56077450804707,-2.17737109434,0.495871871203248,-1.24778497807803,1.33762244058493,0.0142693550386655,2.70511835296904,4.8381335740417,0.980976573080303,-0.109975366904004,-1.84930006698462,-0.0109866364280714,-0.379588659770475,-0.832022325801872,-0.698889515965202,-0.0359501726489484,-0.39426476603226,2.00142938153107,-0.235633641722339,0.579972184892876,-0.017147247619177,0.64760943476448,0.405238533207267,0.0596248605102972,1.59648202580563,0.717827427683385,0.92,"0"
172706,-2.26024668882985,1.93188009133045,1.6135177686582,0.654780064197801,-1.18611198075349,1.34196119530577,-1.89393912433443,-0.976618998576145,0.052581070348886,-0.29202080454731,-0.0960973008362656,0.593063758898053,-0.340411804726362,0.496612059706414,0.538469860092557,0.779673475812341,-0.236483937236722,1.61932004327474,0.569789057496498,-0.553749435754896,2.62849866149231,0.081039300055762,-0.00396863793518337,-0.529937671549736,0.489488581462871,-0.242085212095781,0.116143596495215,0.0297622286458093,1.98,"0"
172708,-0.94496932725771,1.15595367934012,-0.772241225661634,-0.491567905892319,1.01862726179413,-0.890416693296298,1.22460483388555,-0.779628605480195,0.894187889632188,0.913452285289156,1.05261120923904,-0.325217803075518,-0.948871567379156,-1.35352050756392,0.273302040700885,0.139632208329925,-0.0800041527002201,1.30560764515116,0.222383993512962,0.023993123529477,0.209868797357038,1.01172241103653,-0.223454234007381,-0.437009727448679,-0.391555817643424,-0.275787517997802,-0.867064069508603,0.0338648448863977,15.45,"0"
